site,seed,model,rmse_h0-2,rmse_h2-5,rmse_h5+,covraw_h0-2,covraw_h2-5,covraw_h5+,covfix_h0-2,covfix_h2-5,covfix_h5+,crpsraw_h0-2,crpsraw_h2-5,crpsraw_h5+,crpsfix_h0-2,crpsfix_h2-5,crpsfix_h5+,pitksraw_h0-2,pitksraw_h2-5,pitksraw_h5+,pitksfix_h0-2,pitksfix_h2-5,pitksfix_h5+,cov50raw_h0-2,cov50raw_h2-5,cov50raw_h5+,cov50fix_h0-2,cov50fix_h2-5,cov50fix_h5+,cov95raw_h0-2,cov95raw_h2-5,cov95raw_h5+,cov95fix_h0-2,cov95fix_h2-5,cov95fix_h5+,sharpraw_h0-2,sharpraw_h2-5,sharpraw_h5+,sharpfix_h0-2,sharpfix_h2-5,sharpfix_h5+
woodwalton,2,WN-SS (ALD),1.3165812530194196,2.823191112102155,4.42022079679568,0.845,0.7972841901066925,0.648559670781893,0.95625,0.9059165858389912,0.7884773662551441,0.6236719119207134,1.2910748700856838,2.20280252592739,0.7325956848207562,1.3141762269474135,2.1509802784799765,0.2037500000000001,0.2073811833171678,0.3102880658436214,0.265,0.2376527643064986,0.307037037037037,0.54625,0.486905916585839,0.3802469135802469,0.80875,0.6818622696411252,0.4691358024691358,0.88,0.8370514064015518,0.7119341563786008,0.975,0.9282250242483028,0.8567901234567902,3.219474394537508,5.499508560304714,7.06833805812791,6.279283888665959,7.806578262242064,8.980526842340643
woodwalton,2,WN-SS (Gaussian),2.1846010187128435,5.405856757235685,12.306475137802527,0.90375,0.8225024248302619,0.6790123456790124,,,,1.0603783865449026,2.6851443138589968,6.533893848542357,,,,0.2837499999999999,0.2849078564500485,0.3812345679012346,,,,0.68625,0.521823472356935,0.3860082304526749,,,,0.925,0.8535402521823472,0.7349794238683127,,,,6.918999236950185,12.128129468555448,17.125085214763697,,,
woodwalton,2,WN-SS (beta-NLL),1.2881191773151557,2.609719857988602,3.659569563753608,0.92,0.8874878758486906,0.854320987654321,,,,0.6811336630329834,1.332093936705068,1.9593972651530385,,,,0.15625,0.1391561590688651,0.2198765432098766,,,,0.7325,0.6256062075654704,0.5185185185185185,,,,0.9325,0.9175557710960232,0.8872427983539095,,,,5.037416409494354,8.561406041731628,10.706618813842288,,,
woodwalton,2,WN-SS (Student-t),1.2762541941981296,2.5478282738796407,3.777419349947401,0.8925,0.8632395732298739,0.8246913580246914,,,,0.616235792020754,1.2099630436158528,1.89526603789378,,,,0.1162499999999999,0.0994568380213385,0.0909876543209876,,,,0.65625,0.5868089233753637,0.5358024691358024,,,,0.9225,0.9078564500484966,0.8584362139917695,,,,3.90362334519485,6.741529136509513,8.797899318638528,,,
woodwalton,2,WN-SS (mixture),1.156401825569643,1.994598532237595,2.5977188033726137,0.9675,0.982541222114452,0.9917695473251028,,,,0.7076083065422167,1.3115480167890998,1.797193650396306,,,,0.21,0.2032395732298739,0.2007407407407407,,,,0.83125,0.8409311348205626,0.8641975308641975,,,,0.98,0.988360814742968,0.9967078189300412,,,,7.569823454642667,13.35819964237876,18.77882060785965,,,
woodwalton,2,WN-SS (+residual),2.3748318276582285,5.803390186415768,13.228879584669306,0.65375,0.542192046556741,0.4049382716049383,,,,1.246119665749874,3.2949725431990213,8.02322868755771,,,,0.3825,0.4962463627546071,0.5981069958847737,,,,0.3325,0.2065955383123181,0.1382716049382716,,,,0.71375,0.597478176527643,0.4584362139917695,,,,3.622477247029543,6.476651031114919,9.147730646891358,,,
woodwalton,2,"WN-SS (given-diurnal, st-sp)",1.0683689129650298,1.6423455968886589,1.9728182551421345,0.74125,0.7361784675072744,0.7160493827160493,0.9575,0.9311348205625606,0.9185185185185184,0.5138283921857145,0.8352439347610537,1.0315187159512451,0.6324295268035971,0.8721078694461958,1.0319144888175045,0.11375,0.108031037827352,0.1288477366255144,0.20375,0.1490882638215324,0.1338271604938271,0.51,0.4616876818622696,0.4716049382716049,0.8425,0.7167798254122212,0.6617283950617284,0.77875,0.7710960232783706,0.751440329218107,0.9725,0.947623666343356,0.9473251028806584,1.899649724727496,3.317920859853956,4.163812797525169,5.627522477474063,6.408198973527097,6.9339398042563305
woodwalton,2,"WN-SS (given-diurnal, Wiener)",1.0683689129650298,1.6423455968886589,1.9728182551421345,0.77125,0.7613967022308439,0.8255144032921811,,,,0.5172717657032687,0.8372326936825275,1.0105358529827155,,,,0.125,0.109485935984481,0.0597119341563786,,,,0.51375,0.469447138700291,0.5415637860082304,,,,0.8125,0.7963142580019399,0.8748971193415638,,,,1.919011111988686,3.435787921097169,5.084924892202142,,,
woodwalton,2,Neural SDE (Gaussian),1.4924584430538006,2.996910471708228,5.243626771331044,0.97625,0.9466537342386032,0.8814814814814815,,,,0.9326821618322976,1.808465210432621,3.090235019865892,,,,0.17,0.1077885548011639,0.0549794238683127,,,,0.80625,0.6750727449078564,0.5160493827160494,,,,0.9825,0.965082444228904,0.9292181069958848,,,,8.819011260611935,15.046225906232827,19.66952128950583,,,
woodwalton,2,Neural SDE (Student-t),2.016039348595492,4.690186972252091,6.643880611947701,0.91875,0.8137730358874878,0.8024691358024691,,,,1.0276971257442296,2.431710673578599,3.5054353588258773,,,,0.26625,0.2520659553831231,0.1995473251028807,,,,0.55625,0.4587778855480116,0.4551440329218107,,,,0.95625,0.8991270611057226,0.8567901234567902,,,,6.440369742178823,11.24769780283828,15.955769186707926,,,
woodwalton,2,Neural SDE (ALD),1.7550829009126996,3.720112054866793,4.78533511414983,0.89375,0.8777885548011639,0.8954732510288066,,,,0.8500110901841205,1.7414293092772255,2.2180961677064173,,,,0.2324999999999999,0.2088554801163918,0.2267901234567901,,,,0.605,0.516003879728419,0.5613168724279836,,,,0.92875,0.933074684772066,0.934156378600823,,,,5.5142304062882905,9.75479812434794,12.273895007990024,,,
