model,site,seed,crps,nll,cov50,cov90,cov95,sharp50,sharp90,sharp95,pit_mean,pit_var,pit_ks,rmse_floor,mean_z,std_z,acf1,drift_r2,noise_skew,noise_exkurt,noise_tail3sd,energy_distance,vvs_ratio_maxwin,rmse
  likelihood: Gaussian,woodwalton,1,0.7880278244148168,1.7949440470397844,0.6901654625961314,0.9190748077371242,0.9415637380563971,2.2540925978241257,5.4098066280305765,6.359711671825014,0.5357695232261094,0.05400362685358487,0.15896306372648422,1.5677589430343275,0.09041878165532648,0.9549091331031271,"{'lag': 2, 'hours': 1.0, 'acf': 0.3369904923648818, 'n': 13127}",-0.7002098390291847,0.10010313625029693,20.97398321356968,0.016371475180610582,0.08776624204367978,65.53726771206895,2.475973606109619
  likelihood: Gaussian,woodwalton,42,0.5221353660098228,12.696409252984466,0.3700186436728035,0.5996853880214402,0.6427988813796318,0.38829451558379613,0.9316718714573036,1.0949567554151995,0.34388252185227913,0.10553455641093887,0.23664917040004801,1.5677589430343275,-0.9938471788020766,5.047769683303323,"{'lag': 2, 'hours': 1.0, 'acf': -0.012695749700865544, 'n': 13127}",-0.07678875693531717,-0.7013602055882223,50.43844997149548,0.021148916336518293,0.07380344905694719,2.143783864742648,1.318102478981018
  likelihood: Gaussian,rosedene,0,0.7666673304181837,1.7654964307433096,0.7369801602441816,0.9339469668065624,0.9508298359404808,2.2733771463339805,5.451124118724948,6.4103436084903,0.4888878005971933,0.04843835650831217,0.1416337298735929,1.6879225953531205,-0.033596063090864124,1.027639599262132,"{'lag': 2, 'hours': 1.0, 'acf': -0.04415760389621308, 'n': 15188}",0.0012591430075529209,-0.6642619526656856,41.71551442119561,0.020364364746280044,0.059863167513350746,16.531720837482595,2.666077136993408
  likelihood: Gaussian,rosedene,1,0.7409462209794258,1.7601991953975868,0.6731686379244564,0.9044257916825639,0.9268409004196871,1.787011611722026,4.285625169759077,5.0390037244117565,0.4903619941821374,0.05929134541646632,0.10601268670066921,1.6879225953531205,-0.029317814014635516,1.193413217766957,"{'lag': 2, 'hours': 1.0, 'acf': -0.016762383555014096, 'n': 15188}",-0.0079331933699609,-0.589532413237625,41.59354302998648,0.019982830980541776,0.023365590758650967,15.056946750938511,2.3723607063293457
  likelihood: Gaussian,rosedene,42,0.7508104413906372,1.8880678470441725,0.6818008393742846,0.8972243418542541,0.920593285005723,1.6857067870497788,4.043521248245841,4.753917699294196,0.48117443111551295,0.05866973608685943,0.12387998826867441,1.6879225953531205,-0.06428589830903952,1.2652638240144483,"{'lag': 2, 'hours': 1.0, 'acf': -0.0012973411655139936, 'n': 15188}",-0.012875673467926951,-0.7819536018092514,41.799213156302024,0.01988744753910721,0.03297381136124544,14.577428975208665,2.252509593963623
  likelihood: Gaussian,redmere_1,0,7.636302558797302,1587408.611473431,0.6910197869101978,0.9147640791476408,0.9332825976661593,40.61855448343858,95.32483372349765,112.58849907359495,0.5201471362936964,0.0552551978899748,0.1269610427937872,1.5091149084560704,-61.946626751644125,1780.723892762974,"{'lag': 2, 'hours': 1.0, 'acf': 0.7635671051769881, 'n': 2679}",-2.9671789173123377,-8.822469864976926,127.68838228396694,0.00837138508371385,0.07872074795246675,14.593085801627385,1209.1669921875
  likelihood: Gaussian,redmere_1,1,0.744468741114928,4417651.131708814,0.6755454084221207,0.9127346524606799,0.9342973110096398,1.979152276143356,4.765124364824751,5.596064153779532,0.5155658562478835,0.05761670956791433,0.11258258164993584,1.5091149084560704,-179.33431256085333,2967.0084874638383,"{'lag': 2, 'hours': 1.0, 'acf': 0.18148081462908874, 'n': 2679}",-1.841565818915075,-8.632115471486566,121.63774543624056,0.008878741755454084,0.04070740788738059,9.363751274246699,2.750933885574341
  likelihood: Gaussian,redmere_1,42,0.6509751389026135,2248133.261819656,0.6359715880263825,0.8962455606291223,0.9200913242009132,1.6034077071655166,3.8569166261526995,4.52800748633539,0.5035927411281524,0.06412668955904378,0.07878499923850305,1.5091149084560704,-96.65257304266363,2118.235818363906,"{'lag': 2, 'hours': 1.0, 'acf': 0.4554578833336275, 'n': 2679}",-1.7751383892190864,-7.965376001465217,145.38181375238145,0.010908168442415017,0.01914232220410539,8.982589257607547,2.220623254776001
  likelihood: Gaussian,redmere_2,0,0.7253769745104562,1.7943328844384845,0.6258214676889375,0.8443318729463308,0.8796549835706462,1.6162741029831944,3.8746503960122918,4.55951983624047,0.4986625083391064,0.06970650982425912,0.10707494230007752,1.4304458489007619,-0.016453950432952183,1.3126236342408775,"{'lag': 2, 'hours': 1.0, 'acf': -0.004480373436624088, 'n': 5057}",3.544612024375393e-05,-0.7110742426429265,19.563359466814482,0.02450711938663746,0.024228076630415707,11.014299285411015,2.1715946197509766
  likelihood: Gaussian,redmere_2,1,0.7327982302534378,1.679625333726036,0.6774370208105148,0.8907447973713034,0.9173055859802848,1.8615487569163738,4.463359680048191,5.252339383521546,0.5046866047246485,0.058882285609892705,0.12488241079878526,1.4304458489007619,0.00874135552945895,1.055753054265683,"{'lag': 2, 'hours': 1.0, 'acf': 0.00206088437705618, 'n': 5057}",0.0008663036779813504,-0.6767203189224879,19.469639452334956,0.024096385542168676,0.0495354444383409,11.401014541082905,2.231599807739258
  likelihood: Gaussian,redmere_2,42,0.7342517672619481,1.8552842200767008,0.6271905805038335,0.8377601314348302,0.8726725082146769,1.6195069177411312,3.8810005041111673,4.566079559338736,0.4912028768337872,0.07008355187034247,0.11803601637419014,1.4304458489007619,-0.03681579769010109,1.3475223270055443,"{'lag': 2, 'hours': 1.0, 'acf': 0.008550276866251177, 'n': 5057}",-0.0028885498377990704,-0.7659826155413143,19.41298230571364,0.02450711938663746,0.030249078612408553,6.324955587189859,2.136057138442993
  likelihood: Gaussian,great_fen,0,0.9468724532268381,2.8539595022546433,0.6489572989076465,0.8670556107249255,0.8928748758689176,2.3904749995676475,5.744065595212898,6.7553739994163156,0.5065043242338257,0.06599723708151811,0.0956772003318615,1.6619211733304229,0.058876566279382786,1.7274150684351728,"{'lag': 2, 'hours': 1.0, 'acf': 0.039083296828531684, 'n': 5967}",0.0045711246977004905,-0.4170040016004285,15.229264534371374,0.024577954319761668,0.03930565438963818,26.961252494465366,2.6986398696899414
  likelihood: Gaussian,great_fen,1,0.8767491958987002,2.0169771792294724,0.5402184707050646,0.833540218470705,0.8767378351539226,1.8653474960452114,4.478756641835907,5.265444433269233,0.49851569021650144,0.0825909500460222,0.03257279075768371,1.6619211733304229,-0.011100947237176768,1.366221230377306,"{'lag': 2, 'hours': 1.0, 'acf': -0.0186313825570339, 'n': 5967}",0.004263949583525606,-0.21430436099564076,14.75111756342444,0.024081429990069514,0.004302006482185927,11.332331066211681,2.441298007965088
  likelihood: Gaussian,great_fen,42,0.8869363832984255,1.9914656242699638,0.5942154915590864,0.8656901688182721,0.8963505461767627,1.993440522054856,4.7887020486583625,5.631343337614179,0.5001367684117093,0.07326964047200714,0.05812540454190551,1.6619211733304229,0.004834435819790847,1.2479388116027565,"{'lag': 2, 'hours': 1.0, 'acf': -0.003968049291037241, 'n': 5967}",-0.002787028021435267,-0.3892695106877177,15.114074340461414,0.024081429990069514,0.01539805126592464,14.045868527689066,2.4649858474731445
  likelihood: beta-NLL,woodwalton,0,0.5310089834683586,3.263524741337806,0.564378932649732,0.8080284316010254,0.8415287811698905,0.8526536486046686,2.0480579237830203,2.4073137627291192,0.4279944425253104,0.07761474539075806,0.16463047409569564,1.5677589430343275,-0.342038163606565,2.4104211280606367,"{'lag': 2, 'hours': 1.0, 'acf': 0.02618849971470202, 'n': 13127}",-0.13086161899286686,-0.6580122332623045,44.35532632915139,0.01986716383127476,0.02025951100778034,16.828631395951657,1.5141096115112305
  likelihood: beta-NLL,woodwalton,1,0.6245384952004934,12.69861207713944,0.33651829410393846,0.566942437660219,0.6088324399906782,0.4737309232593777,1.1373098615871882,1.3368671416317586,0.368293740399205,0.12052445177763246,0.2566020903683689,1.5677589430343275,-1.2398010856930035,4.959988417588259,"{'lag': 2, 'hours': 1.0, 'acf': 0.22360048195381368, 'n': 13127}",-0.3393704255630452,-0.6375772026624368,39.781306813631836,0.019168026101141926,0.11093566505972269,21.24263233890661,1.4321659803390503
  likelihood: beta-NLL,woodwalton,42,0.6208960240486041,5.794215440990597,0.5356560242367746,0.7530878583080867,0.7870542996970403,0.9455948366050612,2.2695297842483293,2.6683639915217685,0.43127958227209795,0.08805554310970377,0.14026532433546735,1.5677589430343275,-0.5116150554487002,3.242986240181463,"{'lag': 2, 'hours': 1.0, 'acf': 0.15213261846741202, 'n': 13127}",-0.30931027309221615,-0.9158146807800965,36.78111422297003,0.02004194826380797,0.02738463484566489,30.26464270247784,1.5999791622161865
  likelihood: beta-NLL,rosedene,0,0.7180932950040687,2.281435218123634,0.5130675314765357,0.8134299885539871,0.8526802747043113,1.1467512133300308,2.7501377434696104,3.233079925265861,0.4844635041873376,0.0882172940927783,0.04508178779310251,1.6879225953531205,-0.05645836900661287,1.836535547751075,"{'lag': 2, 'hours': 1.0, 'acf': -0.00491779363776505, 'n': 15188}",0.0031980076200095464,-0.6684050167538544,42.02540054859914,0.020507439908431895,0.010152460435083777,4.59364874326864,2.0602097511291504
  likelihood: beta-NLL,rosedene,1,0.7333578867742839,1.8247208434840219,0.6538534910339565,0.8930751621518505,0.9168733307897748,1.748831890620972,4.194459254855026,4.931364114389663,0.4945579212147491,0.06300874427070097,0.09026123147925058,1.6879225953531205,-0.012170620094310929,1.297995513628631,"{'lag': 2, 'hours': 1.0, 'acf': -0.014217616880709362, 'n': 15188}",0.009785568908792008,-0.8402302850651437,41.63595441565126,0.020412056466997328,0.015887650645119322,15.453495821261457,2.3587734699249268
  likelihood: beta-NLL,rosedene,42,0.7234889041799645,2.20487460182674,0.5554654711942006,0.8362266310568486,0.8704215948111408,1.3005997644984673,3.1175553744957303,3.6658837105896915,0.48876786300251807,0.0807696602750216,0.05171749802049108,1.6879225953531205,-0.03763075046600092,1.7291848122962536,"{'lag': 2, 'hours': 1.0, 'acf': -0.0032226342100548596, 'n': 15188}",0.00010358953975853069,-0.6405154748372519,41.90194511153346,0.02017359786341091,0.005633944275695413,8.37272275373361,2.1306700706481934
  likelihood: beta-NLL,redmere_1,0,1.360219878660015,1493834.095118274,0.6549974632166413,0.9074074074074074,0.9266869609335363,5.629208026460468,13.323564160383487,15.711667717602388,0.5250222813424478,0.05979367102928292,0.11435488415388484,1.5091149084560704,-55.503608800407484,1727.5952608044515,"{'lag': 2, 'hours': 1.0, 'acf': 0.7884150749476317, 'n': 2679}",-3.805739961227105,-8.333161890911326,109.40113443672402,0.008117706747843734,0.04754677874609392,11.30356875843519,48.27560043334961
  likelihood: beta-NLL,redmere_1,1,0.7940058353045635,1050247.3174255819,0.6428209030948757,0.8982749873160832,0.9211060375443937,2.003890703605674,4.819566748237954,5.661200420720616,0.5479688682385804,0.060960999698478256,0.14279762813764513,1.5091149084560704,-42.437265700918786,1448.6861786092077,"{'lag': 2, 'hours': 1.0, 'acf': 0.7653531508937726, 'n': 2679}",-2.5789893546969336,-8.162349945085584,108.31427858050468,0.00837138508371385,0.05431925909640212,17.131218855009063,3.1506543159484863
  likelihood: beta-NLL,redmere_1,42,0.6740214663284344,1662396.868390931,0.6684424150177575,0.9091831557584982,0.9292237442922374,1.8489187830016736,4.447817584864308,5.2216355288638425,0.5043638228025299,0.058908944453920274,0.0974546271337337,1.5091149084560704,-51.73835427825416,1822.66695763518,"{'lag': 2, 'hours': 1.0, 'acf': 0.7101884337275763, 'n': 2679}",-2.530379751559426,-6.4954683367467405,132.40785957629546,0.0121765601217656,0.03051371105686007,17.427804308902335,2.340416669845581
  likelihood: beta-NLL,redmere_2,0,0.7296222460475882,2.137984734826546,0.5903614457831325,0.8046276013143483,0.842552026286966,1.4366453932766545,3.445002150980945,4.052684161201809,0.49220870030770086,0.07871002071564974,0.10031849920517155,1.4304458489007619,-0.034382551672814086,1.6377503765326613,"{'lag': 2, 'hours': 1.0, 'acf': 0.03484059554287681, 'n': 5057}",-0.0036913776913389817,-0.7046599168317049,19.27260166983472,0.025191675794085433,0.01651034907135851,9.466356305605235,2.0484042167663574
  likelihood: beta-NLL,redmere_2,1,0.7848225525468999,1.753421773655838,0.729052573932092,0.9208652792990142,0.9414019715224534,2.390295699476963,5.730174275538053,6.742615889712477,0.5049116272268988,0.0491058410048775,0.15278736638228937,1.4304458489007619,0.017842893234768797,0.9010270794246534,"{'lag': 2, 'hours': 1.0, 'acf': 0.003298217452090521, 'n': 5057}",-0.058080233601364384,-0.546638109685742,18.94012847812502,0.02368565169769989,0.09302120524116209,21.607436763314087,2.6500627994537354
  likelihood: beta-NLL,redmere_2,42,0.7801992358544882,1.7805290157959222,0.7209748083242059,0.9147042716319824,0.9377053669222344,2.2739336526101437,5.453301346789218,6.415644161865676,0.49000185311695776,0.05054148645936131,0.15347074717312803,1.4304458489007619,-0.036471101767560014,0.9684615163264892,"{'lag': 2, 'hours': 1.0, 'acf': 0.005906561803276029, 'n': 5057}",-0.0008759081453564299,-0.6383264567484002,19.41823069201123,0.025191675794085433,0.08890927757279465,16.982394246717014,2.5665903091430664
  likelihood: beta-NLL,great_fen,0,0.9819991169139837,2.030974784435535,0.6763902681231381,0.9183217477656405,0.9409136047666335,2.8931904174655663,6.953208317072708,8.175912392747426,0.5395526886531873,0.05610175735561928,0.14451070328110996,1.6619211733304229,0.12748828414152852,1.0034030483443144,"{'lag': 2, 'hours': 1.0, 'acf': 0.01321603576733542, 'n': 5967}",-0.07526412451082587,-0.17548767905275375,13.652672964744276,0.021971201588877855,0.09224519392932828,28.542511884446874,3.276278018951416
  likelihood: beta-NLL,great_fen,1,0.9387788131723738,2.303202226791555,0.5773336643495531,0.8439672293942403,0.8808341608738828,2.1621621033988796,5.195536935442268,6.106688616857071,0.5310417208731917,0.07630881499562606,0.09260508274048973,1.6619211733304229,0.11521271851957529,1.4711364470761907,"{'lag': 2, 'hours': 1.0, 'acf': 0.016661255806423685, 'n': 5967}",-0.0041402569945887535,-0.1910586616711592,13.99986760562631,0.023833167825223437,0.024807726979583,14.278072039177339,2.6698756217956543
  likelihood: beta-NLL,great_fen,42,0.8960003893513642,2.0479432856169644,0.5855263157894737,0.858862959285005,0.8954816285998014,2.0780835967176143,4.9866705190149885,5.861207530323447,0.5194385372181827,0.07452164436648467,0.07645502140324995,1.6619211733304229,0.06789248660383353,1.2999585799624924,"{'lag': 2, 'hours': 1.0, 'acf': 0.005552836909887459, 'n': 5967}",0.01693920460725007,-0.043141958190158876,13.550688637576616,0.024702085402184708,0.01484346102265377,14.47835069928587,2.594452142715454
  likelihood: Student-t,woodwalton,0,0.7581571682373243,1.7052295439442786,0.8477044977860638,0.9574108599394081,0.9704031694243767,2.783765950985296,8.609298166249056,11.642389361883726,0.45416653654664446,0.02773462949631122,0.28945274986148684,1.5677589430343275,-0.19528107319612664,1.5023967457850989,"{'lag': 2, 'hours': 1.0, 'acf': -0.006134485655989207, 'n': 13127}",-0.17797565642092028,-0.92084665160598,45.41755274938173,0.020566301561407596,0.32670402630153417,175.14920208835048,4.061766624450684
  likelihood: Student-t,woodwalton,1,0.5383351098177643,2.8972186732677043,0.17169657422512236,0.34350967140526684,0.4003146119785598,0.06397333718065053,0.1982971677748851,0.26846794969440435,0.3373386163908143,0.15666211641998432,0.403182342667535,1.5677589430343275,-5.061176507110456,34.98404445811344,"{'lag': 2, 'hours': 1.0, 'acf': -0.01892940060816962, 'n': 13127}",-0.060675305620594644,-0.7663338422086456,50.06992067479694,0.02161500815660685,0.1357441879897295,1.0438709523132417,1.2606755495071411
  likelihood: Student-t,woodwalton,42,0.48213635587866904,1.1028303102754289,0.505884409228618,0.7310067583313913,0.7795968305756233,0.45609312679280445,1.412675000071843,1.9110410544767233,0.4927183292696129,0.09813168928534113,0.08786459623426052,1.5677589430343275,-0.40164357615372365,17.3740126080207,"{'lag': 2, 'hours': 1.0, 'acf': -0.025180019849395933, 'n': 13127}",-0.02758695141616707,-0.7256789406869117,50.97265129274807,0.021381962246562573,0.01506234746385915,4.903121498674955,1.453864574432373
  likelihood: Student-t,rosedene,0,0.7313306122828945,1.5936653669727237,0.3048931705455933,0.7061236169400992,0.7998378481495613,0.6316901931084532,2.104029144217053,2.970777078401948,0.49544659268395635,0.12502999081858474,0.11474672590849161,1.6879225953531205,0.0736983358957356,6.9202790027862555,"{'lag': 2, 'hours': 1.0, 'acf': -0.05141753356436099, 'n': 15188}",-0.0002624584168877675,-0.666547573970935,41.81618298910098,0.02017359786341091,0.042701130459699255,7.1457511358739305,2.213015079498291
  likelihood: Student-t,rosedene,1,0.7400584192011797,1.6620027761280738,0.3301697825257535,0.7131342998855399,0.7955455932850057,0.652520941983207,2.1699215694598375,3.058080049250096,0.4937967424642911,0.12121557388300824,0.10356947238882469,1.6879225953531205,0.21206240698157122,8.119008585674552,"{'lag': 2, 'hours': 1.0, 'acf': -0.02013683262158543, 'n': 15188}",0.003146448251124201,-0.6309802235061207,42.08872446021619,0.020412056466997328,0.03648875459624967,6.135358970963276,2.093888998031616
  likelihood: Student-t,rosedene,42,0.7453426779633172,1.621884032279508,0.40690576115986266,0.7623998473864937,0.8296928653185807,0.8388575274664365,2.7898363179883976,3.9312239662857857,0.49860274576588026,0.10661607871071549,0.0640547781043127,1.6879225953531205,0.13045776612560636,6.12968763008788,"{'lag': 2, 'hours': 1.0, 'acf': -0.04707513513420631, 'n': 15188}",-0.026344045537725957,-0.47647296582200205,41.68127577040827,0.020650515070583745,0.015114524319684186,14.69789451899989,2.5454888343811035
  likelihood: Student-t,redmere_1,0,0.7114448189027973,1.607057007283909,0.5063419583967529,0.8592085235920852,0.9074074074074074,1.2572831622859295,4.372707150629208,6.347703081242335,0.5106429895319883,0.08338548081454387,0.03026859114433378,1.5091149084560704,-201.50747731011015,3207.685998736523,"{'lag': 2, 'hours': 1.0, 'acf': 0.24965445727102112, 'n': 2679}",-2.55928100278956,-9.246130265545354,129.97787595115815,0.007356671740233384,0.007572983455313986,44.317864944837034,3.3642241954803467
  likelihood: Student-t,redmere_1,1,0.7642002081969982,1.5646055175604672,0.48731608320649417,0.8680872653475393,0.9188229325215627,1.2480530884997652,4.346021507722752,6.309946815733981,0.5299702647252609,0.08455901914766557,0.05328934517271949,1.5091149084560704,-228.03358003081473,3508.797906108804,"{'lag': 2, 'hours': 1.0, 'acf': 0.25432170261220965, 'n': 2679}",-5.208227349149001,-8.624769906905312,115.64589750668635,0.007356671740233384,0.014535759442388052,32.10151704183965,3.410118818283081
  likelihood: Student-t,redmere_1,42,0.7522338792625648,1.6791841731841786,0.47767630644342973,0.832572298325723,0.8860984271943176,1.2476327385165586,4.340951631876498,6.296499698961413,0.5378669448042278,0.08913944363284586,0.06704473134080285,1.5091149084560704,-225.2168530422937,3384.9136602668214,"{'lag': 2, 'hours': 1.0, 'acf': 0.3446356957051198, 'n': 2679}",-3.3420597704378956,-8.849588846075546,117.69921653148147,0.007356671740233384,0.02489529016314518,20.591053899281068,3.2287375926971436
  likelihood: Student-t,redmere_2,0,0.7136052336444855,1.4396291853622187,0.5338170865279299,0.8357064622124863,0.9105969331872946,1.1107930554398862,3.839362236399709,5.54132026868779,0.4859677147633633,0.08182789497118871,0.0903979038957764,1.4304458489007619,-0.08137550763938146,2.2543504299724297,"{'lag': 2, 'hours': 1.0, 'acf': 0.005059073373631443, 'n': 5057}",-0.030181564273968897,-0.7640522041181694,18.934578115021658,0.024644030668127054,0.007635596839642433,12.244603127877776,3.3163669109344482
  likelihood: Student-t,redmere_2,1,0.7196030581936274,1.5217297148825342,0.5528477546549836,0.8473439211391018,0.9092278203723987,1.173623154636295,4.052988373291722,5.844833041853949,0.48620222616631087,0.0786022164923341,0.09307657962315108,1.4304458489007619,-0.06246939694946991,3.008979638005427,"{'lag': 2, 'hours': 1.0, 'acf': -0.05327200554615621, 'n': 5057}",-0.017028509076393306,-0.759624513057606,19.164424524524016,0.02450711938663746,0.007757939324096741,21.84150270059097,2.453612804412842
  likelihood: Student-t,redmere_2,42,0.7182024703778435,1.4696715369086932,0.6087075575027382,0.9006024096385542,0.9503012048192772,1.4154543024044064,4.884271864531823,7.041472650541808,0.4977366627424986,0.06582507849568235,0.09581158467534057,1.4304458489007619,-0.02581676046962123,1.6915914511254122,"{'lag': 2, 'hours': 1.0, 'acf': 0.0019763958282376522, 'n': 5057}",-0.0889672193991704,-0.75728178255153,18.920091582918246,0.025054764512595838,0.01965336105502491,62.413183167837744,3.0205178260803223
  likelihood: Student-t,great_fen,0,1.023343213896836,3.466782237965932,0.29816285998013903,0.5332671300893744,0.58006454816286,0.9071537472368723,3.136917024074527,4.5268491400658215,0.517225071085075,0.1457528286953376,0.19350456885340628,1.6619211733304229,2.080801601421168,63.35568942458243,"{'lag': 2, 'hours': 1.0, 'acf': 0.08533530106646084, 'n': 5967}",-0.04706162267212677,-0.23413967043333628,13.783737053299959,0.023833167825223437,0.07866418433608358,46.39672095967742,2.8156304359436035
  likelihood: Student-t,great_fen,1,0.9428000450786392,2.233511803683085,0.458291956305859,0.7755710029791459,0.8311817279046674,1.8263569081890236,6.319905607273956,9.10481711222166,0.49383066362049527,0.09899381038091452,0.05874302659424342,1.6619211733304229,0.5708566217580521,82.38833593312725,"{'lag': 2, 'hours': 1.0, 'acf': -0.13725850244701474, 'n': 5967}",-0.021817647274217755,-0.5602890323551775,14.380705422061471,0.02346077457795432,0.016985436101679685,104.02091160334551,5.676947116851807
  likelihood: Student-t,great_fen,42,0.9404159127711844,2.433763962703474,0.33987090367428,0.666708043694141,0.7393247269116187,0.9324560691477674,3.2196790824478714,4.653791058496515,0.49420428588838244,0.12511028542480593,0.11132488519595574,1.6619211733304229,0.57640869210834,25.447976558282832,"{'lag': 2, 'hours': 1.0, 'acf': 0.021416286036364945, 'n': 5967}",-0.007965977154625437,-0.39638679942948735,15.398246642154003,0.02432969215491559,0.038980363652156624,18.49915116394985,2.6693103313446045
  likelihood: mixture(3),woodwalton,0,0.7881001785809608,2.1863922793619643,0.4201817758098345,0.7823351200186437,0.863784665579119,1.2589558988138496,4.018487479576879,5.301427687189937,0.6985780494760777,0.06348839596170168,0.33552852745131934,1.5677589430343275,0.5182512421623999,1.4178920289267862,"{'lag': 2, 'hours': 1.0, 'acf': 0.16955524952723827, 'n': 13127}",-0.7219843029484498,0.17290675727620664,29.36403650147352,0.017536704730831975,0.21644100108305908,60.21179641192979,2.257780075073242
  likelihood: mixture(3),woodwalton,1,0.4845909051205124,27.56202236977098,0.3658238172920065,0.7085178280121184,0.7769750640876253,0.4486268053471943,1.6767783601309867,2.149090835008311,0.5232206558325564,0.11722208050763544,0.12194959956752,1.5677589430343275,-0.35787279998138916,7.4501855342150165,"{'lag': 2, 'hours': 1.0, 'acf': -0.018349669093347294, 'n': 13127}",-0.04657902032570904,-0.8432509152241466,50.27430844405791,0.0219063155441622,0.012499634892578881,4.312652485708049,1.539376139640808
  likelihood: mixture(3),woodwalton,42,0.7394627345939925,1.975634465409571,0.7522721976229317,0.971568398974598,0.987532043812631,2.055115491605642,7.893638537092463,10.46335524308391,0.5216102536519835,0.04099180786374259,0.17528147473528527,1.5677589430343275,0.03507769912923346,0.5885389104754472,"{'lag': 2, 'hours': 1.0, 'acf': 0.22648731193180102, 'n': 13127}",-0.519937034156406,0.2622306039081496,26.378574599426365,0.02021673269634118,0.3504859783499339,84.95937412733035,2.989880084991455
  likelihood: mixture(3),rosedene,0,0.728622121554102,2.256015971481775,0.3410911865700115,0.731495612361694,0.8202975963372758,0.6554050039649149,2.1399400840162692,3.0007298480014852,0.4963111821951775,0.11746231807580952,0.09055472183447866,1.6879225953531205,-0.010883320174037446,1.8544486068723849,"{'lag': 2, 'hours': 1.0, 'acf': -0.03276948884447831, 'n': 15188}",-0.0012454400664234644,-0.620122344690291,41.966346394248724,0.02031667302556276,0.01424763082992686,3.867517353513998,1.9960931539535522
  likelihood: mixture(3),rosedene,1,0.731213777310403,2.487598731204136,0.3783384204502098,0.7627813811522319,0.839660434948493,0.7157670738495665,2.289479892621885,3.09821560793108,0.4909521665264824,0.1103553221721645,0.07903320717526441,1.6879225953531205,-0.02827865238001416,1.9736395180855737,"{'lag': 2, 'hours': 1.0, 'acf': -0.018105666702678293, 'n': 15188}",-0.0016664990250065959,-0.6375847680060154,41.89705172890363,0.02017359786341091,0.0162784068382662,3.490760207156537,1.9705294370651245
  likelihood: mixture(3),rosedene,42,0.7262187901376588,2.0955167615401633,0.35940480732544833,0.8168637924456315,0.882916825639069,0.7304885862647896,2.9479490279913643,3.907744047909168,0.4905938420521591,0.1060378170373511,0.07409717243978156,1.6879225953531205,-0.01675095194537635,1.6725397357229614,"{'lag': 2, 'hours': 1.0, 'acf': -0.017802554662006916, 'n': 15188}",-0.010839732399929414,-0.6584777183818169,42.15883393662435,0.020268981304845477,0.0060466484812842225,4.598331485816659,2.092012882232666
  likelihood: mixture(3),redmere_1,0,0.8665397458226811,2641.841056610563,0.36884830035514965,0.8812785388127854,0.9401319127346525,2.2616947760224533,8.181899226730748,10.649040682580297,0.5067072078259638,0.09695424031791046,0.072953629363253,1.5091149084560704,-1.4489931957658089,72.65845059428744,"{'lag': 2, 'hours': 1.0, 'acf': -0.04607159419081945, 'n': 2679}",-3.1945902873723044,-7.107459629784393,141.44224406575916,0.011922881785895484,0.06404899660964514,21.478967458066368,23.948429107666016
  likelihood: mixture(3),redmere_1,1,1.1923354936625739,1.6680305206630939,0.5225773718924404,0.9302384576357179,0.965246067985794,4.709771968410617,14.730989637298821,18.227616300816884,0.4996519360887444,0.07404576005447648,0.03515142737899761,1.5091149084560704,-0.00566317918194574,0.8189444432675811,"{'lag': 2, 'hours': 1.0, 'acf': -0.001283936258857681, 'n': 2679}",-2.716588244045769,-7.69489729096515,152.32866368344614,0.011669203450025367,0.10798782165582477,20.247442914086776,46.948463439941406
  likelihood: mixture(3),redmere_1,42,0.7377448576018235,53145.99338779354,0.4992389649923896,0.9365804160324708,0.9634703196347032,1.2729592117233337,5.804338668755532,7.774492406999127,0.5038388844639472,0.07542686954845737,0.04328042785772426,1.5091149084560704,-17.894381239667563,325.528794181915,"{'lag': 2, 'hours': 1.0, 'acf': 0.180536651119383, 'n': 2679}",-4.775951839157998,-9.452889255358569,126.7203480293253,0.007356671740233384,0.13909372867503222,36.987523673236936,3.143620729446411
  likelihood: mixture(3),redmere_2,0,0.720255909684796,1.8253811724520514,0.5503833515881709,0.8296823658269441,0.8840361445783133,1.2050841121663016,3.969996864306725,5.313290062209288,0.480800330555063,0.08080197558820867,0.10138390699630984,1.4304458489007619,-0.057692652288173926,1.266188869304788,"{'lag': 2, 'hours': 1.0, 'acf': 0.00673046939909745, 'n': 5057}",-0.02193319873025179,-0.7597872867565277,19.22802682303538,0.02478094194961665,0.03527490852005588,13.502828017090025,2.292459011077881
  likelihood: mixture(3),redmere_2,1,0.7564966634558498,1.7827133915858633,0.635815991237678,0.9229189485213581,0.958789704271632,1.7269542921377348,6.120767701906637,8.302136889534719,0.4811121087208314,0.05959354592621936,0.12904530992369267,1.4304458489007619,-0.037718036299003374,0.7758707974279451,"{'lag': 2, 'hours': 1.0, 'acf': -6.250016455372381e-05, 'n': 5057}",-0.20647096000529142,-0.7577427113066273,17.954858049757952,0.023822562979189485,0.14496131587288463,29.84190905937057,3.0345537662506104
