site,seed,model,rmse_h0-2,rmse_h2-5,rmse_h5+,covraw_h0-2,covraw_h2-5,covraw_h5+,covfix_h0-2,covfix_h2-5,covfix_h5+,crpsraw_h0-2,crpsraw_h2-5,crpsraw_h5+,crpsfix_h0-2,crpsfix_h2-5,crpsfix_h5+,pitksraw_h0-2,pitksraw_h2-5,pitksraw_h5+,pitksfix_h0-2,pitksfix_h2-5,pitksfix_h5+,cov50raw_h0-2,cov50raw_h2-5,cov50raw_h5+,cov50fix_h0-2,cov50fix_h2-5,cov50fix_h5+,cov95raw_h0-2,cov95raw_h2-5,cov95raw_h5+,cov95fix_h0-2,cov95fix_h2-5,cov95fix_h5+,sharpraw_h0-2,sharpraw_h2-5,sharpraw_h5+,sharpfix_h0-2,sharpfix_h2-5,sharpfix_h5+
woodwalton,1,WN-SS (ALD),1.2509579577826881,2.427491594933597,5.1158189432943715,0.4825,0.37536372453928224,0.2,0.94,0.8283220174587779,0.5596707818930041,0.6734236653249517,1.4145245707768013,3.260708014050418,0.695376408424141,1.2561763184839811,2.891134297209978,0.36374999999999996,0.4835305528612997,0.721440329218107,0.27375000000000005,0.2918331716779825,0.47679012345679017,0.23,0.18234723569350145,0.08559670781893004,0.76125,0.5460717749757517,0.2740740740740741,0.535,0.41998060135790494,0.22633744855967078,0.95875,0.8690591658583899,0.6172839506172839,1.0019811114929615,1.6791714487622638,1.896689854249542,5.29311937455833,5.57114720416809,5.720591777872156
woodwalton,1,WN-SS (Gaussian),4.545944561568449,10.865221858749925,14.424588163864705,0.885,0.8234723569350145,0.8008230452674897,,,,2.0415056412886408,4.740244607230112,7.202291042068636,,,,0.20125000000000004,0.1492240543161979,0.07711934156378597,,,,0.66,0.5838991270611057,0.5300411522633744,,,,0.905,0.8612997090203686,0.8395061728395061,,,,11.032928193977103,19.256656992024983,28.269599148194484,,,
woodwalton,1,WN-SS (beta-NLL),2.252204185496193,4.740760780681614,6.713429780237146,0.7275,0.646944713870029,0.5670781893004115,,,,1.0901699592385208,2.369854699490354,3.7578519189714763,,,,0.23249999999999993,0.2776042677012609,0.3418930041152264,,,,0.46875,0.35790494665373423,0.3069958847736626,,,,0.77125,0.6993210475266731,0.6279835390946502,,,,3.7800949570024387,6.407567325284998,7.5570334055066235,,,
woodwalton,1,WN-SS (Student-t),1.1846856553971772,2.4967389389453603,3.726890772481712,0.42375,0.32783705140640157,0.26584362139917694,,,,0.6511251074424209,1.3486787764957053,2.3379416232959387,,,,0.29625,0.377070805043647,0.5683539094650205,,,,0.205,0.15324927255092144,0.12263374485596708,,,,0.47,0.3802133850630456,0.30534979423868314,,,,0.8114778169435449,1.3649899474757061,1.6079257142415015,,,
woodwalton,1,WN-SS (mixture),1.072476175349302,1.7018320910133071,2.113442583509282,0.885,0.8739088263821533,0.8938271604938272,,,,0.543645811140092,0.9331165046611388,1.2056427163703067,,,,0.15249999999999997,0.1893598448108632,0.24596707818930041,,,,0.6425,0.6770126091173618,0.6674897119341564,,,,0.91625,0.9078564500484966,0.920164609053498,,,,4.127010432944632,7.1287440357204055,9.188599296228215,,,
woodwalton,1,WN-SS (+residual),1.1010377105619489,1.8422606506320276,2.507548015387708,0.7625,0.7206595538312318,0.6707818930041153,,,,0.5462915845228838,0.9813171009443383,1.4034273235978827,,,,0.10125,0.1455577109602328,0.23242798353909463,,,,0.5075,0.4151309408341416,0.3654320987654321,,,,0.8075,0.7604267701260912,0.7119341563786008,,,,2.1494306351924313,3.6043350514364145,4.507131231634459,,,
woodwalton,1,"WN-SS (given-diurnal, st-sp)",1.0683689129650298,1.6423455968886587,1.9728182551421343,0.6975,0.6905916585838991,0.6823045267489712,0.955,0.9340446168768186,0.9160493827160494,0.5094327525976646,0.8184761408915419,1.009985702027777,0.6230374768774947,0.850836943202696,1.003397255230412,0.11000000000000004,0.12391852570320078,0.14670781893004115,0.20499999999999996,0.13938894277400582,0.12032921810699593,0.45,0.41416100872938894,0.3917695473251029,0.82875,0.7002909796314258,0.6345679012345679,0.75375,0.7410281280310378,0.7448559670781894,0.965,0.9495635305528612,0.939917695473251,1.4812802431471643,2.593133369600536,3.3162632659957607,5.424015917308628,5.928339202177398,6.355508200164439
woodwalton,1,"WN-SS (given-diurnal, Wiener)",1.0683689129650298,1.6423455968886587,1.9728182551421343,0.65625,0.6023278370514064,0.6156378600823045,,,,0.5253797196969867,0.8630773102828022,1.0716315761543018,,,,0.13124999999999998,0.16495635305528614,0.19102880658436217,,,,0.42625,0.37827352085354027,0.33827160493827163,,,,0.69875,0.6585838991270611,0.6699588477366255,,,,1.4228648126153274,2.410867664916757,2.9177182829082624,,,
woodwalton,1,Neural SDE (Gaussian),1.3901451840558026,2.594123610059832,3.614470758089039,0.93375,0.9165858389912707,0.8592592592592593,,,,0.7609445867426413,1.5105833303545146,2.128918287532825,,,,0.315,0.35675072744907854,0.4374074074074074,,,,0.67875,0.48884578079534435,0.36460905349794237,,,,0.96,0.9437439379243453,0.908641975308642,,,,6.058970847100019,10.200494444684624,12.44954231087195,,,
woodwalton,1,Neural SDE (Student-t),1.1144395588086804,1.8925439166836502,3.2342639099977175,0.50875,0.44325897187196894,0.25679012345679014,,,,0.5891602807458629,1.1066591044856053,2.2560676520335248,,,,0.31625,0.43884578079534436,0.6776954732510287,,,,0.27875,0.20853540252182348,0.1308641975308642,,,,0.55875,0.48787584869059164,0.2880658436213992,,,,1.105254542199895,1.8511817305712848,2.1260027270990998,,,
